node1,node2,relation
CID000002130,CID000002462,C0018681
CID000003648,CID000005291,C0005758
CID000004211,CID000004873,C0001623
CID000003386,CID000005002,C0027404
2521,51690,interacts
CID000002250,CID000004679,C0015672
CID000003937,CID000004052,C0085635
CID000000853,CID000038904,C0034065
CID000004599,CID000005376,C0019572
CID000005039,CID000006691,C0231528
CID000003158,CID000005650,C0002962
CID000002520,CID000054374,C0020649
CID000119607,CID000130881,C0023798
5537,5966,interacts
26054,7155,interacts
CID000002083,CID000002678,C0007876
CID000003958,CID005281104,C0024115
CID000004091,CID000004539,C0003850
1457,9135,interacts
CID000004259,CID000060835,C0015967
CID000002812,CID000087177,C0162429
CID000001302,CID000002576,C0020458
CID000001302,CID000047725,C0040435
CID000004168,CID000004173,C0042514
CID000003958,CID000005650,C0242184
5782,2322,interacts
CID000005002,CID000005647,C0013604
CID000004173,CID000005732,C0041912
CID000003393,CID000003937,C0011849
51320,26270,interacts
CID000002907,CID000093860,C0014335
CID000002250,CID006398525,C0020649
10615,1639,interacts
CID000005650,CID003081884,C0030196
CID000005544,CID000005732,C0014868
CID000002462,CID000005090,C0006849
6654,3717,interacts
CID000002405,CID000002462,C0242379
CID000003958,CID000024486,C0019360
CID000004635,CID000005732,C0034887
CID000003075,CID000005152,C0009421
CID000004594,CID000004736,C0008031
CID000002153,CID000005029,C0678222
CID000004168,CID000005878,C0020649
CID000003003,CID000004509,C0029134
CID000004173,CID000005732,C0018520
CID000004034,1131,targets
CID000005038,CID005493381,C0027947
CID000004205,CID000005394,C0085649
CID000002462,CID000003339,C0003850
CID000002622,CID000005453,C0010823
1540,27316,interacts
CID000004819,CID000005267,C0010692
4172,79892,interacts
CID000003639,CID000004889,C1621958
CID000000937,CID000004583,C0022408
CID000004510,CID000004674,C0004604
CID000002895,CID000003639,C0023530
CID000001983,CID000005245,C0032533
CID000005656,CID000006691,C0038454
51444,8651,interacts
CID000004058,CID000005090,C0040586
26227,10284,interacts
CID000003869,CID000005401,C0013405
CID000003652,CID000004873,C0151480
2017,9404,interacts
CID000002803,CID000004171,C0022661
CID000002550,CID000005002,C0020458
CID000002909,CID000062924,C0026946
CID000003954,CID000124087,C0035078
CID000003365,CID000003878,C0030326
9738,5108,interacts
CID000004943,CID000054688,C0013604
CID000002806,CID000005234,C0011849
CID000002806,CID000004583,C0086543
7326,26091,interacts
CID000001302,CID000003016,C0018784
CID000000143,CID000003937,C0600139
CID000004585,CID000005719,C0017672
CID000003157,CID000005039,C0151744
CID000002803,CID000004674,C0699885
CID000000853,CID000004614,C0435630
CID000002658,CID000003348,C0032231
CID000003463,CID000004585,C0018021
CID000003161,CID000005647,C0011616
121457,10152,interacts
CID000002955,CID000004171,C0022658
CID000004091,CID000005210,C0012833
CID000003310,CID000005267,C0042963
CID000002022,CID000005291,C0039231
85302,23589,interacts
CID000004845,CID000005039,C0006325
CID000003958,CID000667490,C0023798
CID000005734,CID000150311,C0027497
CID000002622,CID000002771,C0018800
CID000003446,CID000003657,C0003504
CID000003003,CID000005732,C0041952
CID000001690,CID000151165,C0016199
CID000001302,CID000005556,C0036572
CID000001302,CID000059708,C0085614
CID000002585,CID000056959,C0006325
CID000003702,CID000004485,C0030196
CID000002678,CID000087177,C0038220
CID000002092,CID000110634,C0007785
CID000003325,CID000005073,C0010200
22941,2915,interacts
CID000005533,CID000010631,C0019291
5713,3306,interacts
CID000001065,CID000004205,C0038454
CID000000853,CID003002190,C0151766
CID000004192,CID000005391,C0162529
CID000002550,CID000005650,C0020615
CID000005544,CID000060854,C0007876
CID000003062,CID000003672,C0013274
7597,23281,interacts
CID000003062,CID000003657,C0018989
CID000002895,CID000003345,C0002170
4620,139741,interacts
CID000003559,CID000003878,C0024198
CID000000937,CID000002764,C0016167
CID000002662,CID000054454,C0973461
CID000001302,CID004183806,C0442874
CID000003075,CID000004034,C0030196
CID000000853,CID000002083,C0006840
CID000004513,CID000004691,C0032227
CID000003075,CID000003746,C0003467
CID000004173,CID000004510,C0033860
23221,55288,interacts
CID000002617,CID000004264,C0428977
CID000001983,CID000003964,C0020649
CID000004889,CID000093860,C0041657
CID000003478,CID000004205,C0037763
5917,10730,interacts
CID000005029,CID000024486,C0036202
CID000003826,CID000004917,C0026848
CID000003658,CID000004691,C0037383
CID000004107,CID000005651,C0022346
CID000003652,CID000003883,C0020541
CID000068740,CID000083786,C0003873
CID000003672,CID005381226,C0006277
10267,2488,interacts
CID000002771,CID000004200,C0013404
CID000003639,CID000003869,C0013491
CID000004595,CID000005538,C0151825
CID000002156,CID000002308,C0151744
CID000003648,CID000003676,C0003708
CID000003419,CID000005152,C0002962
348654,5422,interacts
CID000000159,CID000104865,C0020598
8607,6657,interacts
9343,1479,interacts
CID000002895,CID000005412,C0085631
2023,2746,interacts
29882,222235,interacts
CID000000581,CID000002524,C0442874
CID000002162,CID000003516,C0030252
9306,54165,interacts
CID000002771,CID000003007,C0006325
CID000004885,CID005311297,C0002871
CID000003658,CID000005650,C0019360
CID000004829,CID000041781,C0043096
CID000002771,CID000003652,C0038358
CID000002786,CID000003749,C0035078
CID000004583,CID000004691,C0006325
83732,6638,interacts
CID000005372,CID000125889,C0398353
CID000001983,CID000004595,C0302592
CID000003957,CID000004900,C0155540
CID000003365,CID000003467,C0006826
56997,64083,interacts
119559,7466,interacts
CID000004900,CID000005408,C0005758
CID000004168,CID000004946,C0014733
CID000003652,CID000071616,C0235527
CID000003958,CID000004609,C0004093
CID000003516,CID000005073,C0039231
196,114548,interacts
CID000002786,CID000004107,C0037763
CID000002662,CID000003016,C0011603
CID000002609,CID000003016,C0006144
CID000004666,CID000024011,C0027051
CID000065999,CID000068740,C0020542
CID000003488,CID000004946,C0020649
CID000000772,CID000003962,C0029408
CID000002909,CID004475485,C0750426
CID000000942,CID000002662,C0020598
CID000003911,CID000065999,C0149931
CID000005735,CID000068740,C0026267
CID000002265,CID000003488,C0034067
140564,8761,interacts
CID000003937,CID000005650,C0392525
CID000005039,CID000060795,C0007787
CID000003958,CID000004917,C0020453
861,1487,interacts
CID000005073,CID000060953,C0003123
602,1487,interacts
CID000002771,CID005311297,C0497327
CID000002160,CID000004679,C0085610
7184,83987,interacts
CID000003348,CID000119607,C0262627
CID000003385,CID000005039,C0013604
CID000005073,CID000028112,C0007860
CID000002576,CID000004889,C0018944
CID000004159,CID000004920,C0232492
CID000003958,CID000213039,C0018681
CID000005656,CID000087177,C0036396
10523,4686,interacts
81875,3315,interacts
CID000003746,CID003002190,C0006112
CID000000942,CID000002153,C0020443
CID000001065,CID000004513,C0032227
51097,719,interacts
CID000003639,CID000006691,C0034888
CID000002250,CID001349907,C1145670
CID000004091,CID000197712,C0030252
471,10135,interacts
CID000002311,CID000003333,C0030193
CID000004946,CID000005391,C0023903
CID000000838,CID000002250,C0018790
CID000003075,CID000004158,C0003467
CID000005544,CID005381226,C0018681
CID000003403,CID000062924,C0231807
CID000003883,CID000005212,C0020517
CID000002895,CID000004058,C0013144
CID000004513,CID000004927,C0003467
3630,5170,interacts
CID000003883,CID000005090,C0011991
CID000004679,CID000443871,C0086543
1814,5179,interacts
CID000000772,CID000003461,C0151966
CID000003476,CID000004253,C0008325
CID000000564,CID000005732,C0015967
CID000005029,CID000005352,C0040264
CID000003161,CID000005656,C0028081
CID000003962,CID000005245,C0013456
CID000004595,CID000004666,C0014118
CID000004411,CID000087177,C0519030
CID000000937,CID000003702,C0027121
CID000003062,CID000060852,C0242379
CID000004635,CID000060147,C0020538
CID000003062,CID000003961,C0024312
8073,59345,interacts
CID000000937,CID000443871,C0004238
23457,10246,interacts
CID000000598,CID000054454,C0231528
8353,5603,interacts
CID000001117,CID000004264,C0018944
CID000000450,CID000005077,C0013404
CID000004419,CID000005732,C0151636
CID000002244,CID000122316,C1269683
CID000002160,CID000003878,C0220982
CID000003937,CID000041781,C0262414
CID000002471,CID000005212,C0018800
CID000004889,CID000005212,C0008767
CID000000444,CID000005731,C1510472
CID000004212,CID003468412,C0043094
4188,9726,interacts
CID000001302,CID000004745,C0011991
CID000000444,CID000003954,C0030554
CID000002249,CID003085017,C0020676
CID000002244,CID005493381,C0151611
CID000003958,CID000056339,C0002878
51073,26589,interacts
CID000002662,CID000005076,C0041956
CID000004679,CID000054786,C0020517
CID000001983,CID000004917,C0026946
CID000003446,CID000005291,C0162529
5578,4225,interacts
CID000001065,CID000001983,C1456784
CID000003348,CID000038904,C0039070
CID000004411,CID000443871,C0015672
CID000002118,CID000002666,C0037199
CID000003784,CID000005029,C0020649
CID000006691,CID000123631,C0003962
CID000005650,CID003085017,C0007784
5597,6138,interacts
CID000002658,CID000060835,C0152128
CID000002764,CID000005412,C0021311
23256,8773,interacts
CID000000271,CID000003345,C0575081
143187,8676,interacts
CID000002666,CID000060147,C0022116
CID000062924,CID000087177,C0038454
CID000002141,CID000003958,C0221776
CID000003075,CID000003476,C0005586
CID000003198,CID000068740,C0030193
2729,4012,interacts
CID000003639,CID000004449,C0012833
CID000003062,CID000034312,C0029408
CID000002678,CID000003672,C0497156
CID000004091,CID000004900,C0398353
CID000003937,CID000004107,C0040460
388,1123,interacts
CID000003780,CID000004171,C0031039
CID000003639,CID000004585,C0042024
92840,125170,interacts
CID000001690,CID000002550,C0034069
CID000003961,CID000005039,C0018932
CID000004635,CID000004900,C0034067
CID000003325,CID000005523,C0442874
CID000004171,CID000083786,C0026986
CID000002187,CID000002803,C0016053
CID000002658,CID000003121,C0036983
9882,7086,interacts
CID000002802,CID000002806,C1510475
CID000003961,CID000004052,C0026858
CID000003878,CID000005039,C0017979
CID000004594,CID000004943,C0000833
CID000003148,CID000005090,C0029163
CID000003648,CID000004095,C0032285
CID000002244,CID000003793,C0014009
CID000002250,CID000054688,C0398353
CID000003746,CID000003957,C0162323
CID000000853,CID000003440,C0013221
CID000001972,CID000004473,C0018801
CID000004585,CID000005731,C0000737
CID000004585,CID000072054,C0038362
CID000005245,CID000005734,C0003123
7170,283446,interacts
CID000000772,CID000060696,C0002792
CID000004171,CID000004666,C0015672
CID000003961,CID000005401,C0024902
4609,2534,interacts
CID000004510,CID000005253,C0003123
CID000002118,CID000003016,C0018418
CID000004635,CID000054374,C0221776
CID000004856,CID000083786,C0042769
CID000003767,CID000004253,C0027947
2535,2793,interacts
CID000004112,CID000006691,C0149725
9771,8437,interacts
55703,142940,interacts
CID000003690,CID005311048,C0002622
CID000003454,CID000093860,C0009806
CID000004812,CID000005039,C0019209
4436,7372,interacts
CID000003676,CID000005650,C0005586
8668,63931,interacts
6045,3306,interacts
CID000004171,CID000005064,C0012569
CID000003161,CID000054841,C0314719
CID000003325,CID000005523,C0011127
CID000003324,CID000004091,C0022660
112714,1062,interacts
CID000038904,CID000068740,C0020437
CID000002662,CID000003488,C0043352
CID000000598,CID000003367,C0220981
CID000004112,CID000054688,C0007642
CID000002267,CID000004171,C0018799
CID000003365,CID000034312,C0030193
CID000001986,CID000004091,C0008031
CID000002806,CID000005002,C0037011
CID000002284,CID000004107,C0020625
CID000003958,CID000005647,C0004030
CID000002118,CID000003478,C0002871
CID000000853,CID000005656,C0917798
2778,5731,interacts
CID000002895,CID000003117,C0009676
51807,70,interacts
CID000000772,CID000003937,C0750426
10105,23408,interacts
CID000001117,CID000002812,C0017168
CID000003325,CID000003463,C1145670
CID000004259,CID000005650,C0006325
CID000001302,CID000005267,C0038358
CID000003003,CID000004691,C0014457
CID000005203,CID000028112,C0034372
CID000041774,CID000065999,C0022104
CID000002646,CID000062924,C0026769
CID000001983,CID000005408,C0151766
CID000003954,CID000005544,C0020538
CID000002462,CID000041774,C0004096
CID000003648,CID000004168,C0007642
CID000004594,CID006398525,C0009319
CID000004259,CID000004889,C0027051
CID000004034,CID000004900,C0011168
CID000003310,CID000003929,C0023530
CID000000838,CID000002088,C0030193
CID000004236,CID000004634,C0019291
CID000003062,CID000004205,C0020443
7321,10293,interacts
28985,6613,interacts
2309,93649,interacts
3799,1778,interacts
CID000005512,CID000123620,C0020621
409,441911,interacts
CID000002118,CID000062924,C0020437
CID000004927,CID000005203,C0036396
CID000002284,CID000003746,C0149516
CID000004253,CID000005408,C0520474
CID000004171,CID000005478,C0231807
729,2147,interacts
CID000000861,CID000060835,C0497156
CID000003222,CID000004609,C0027497
CID000002249,CID000004856,C0031117
CID000003345,CID000041781,C0917801
CID000005352,CID000150311,C0398353
CID000002786,CID000005731,C0043096
CID000000772,CID000005719,C0041755
CID000002978,CID000004236,C0018926
CID000003461,CID000004674,C0019291
55813,57062,interacts
CID000000772,CID000004932,C0030193
CID000003032,CID000003652,C0020433
CID000000450,CID000000772,C0027051
CID000003324,CID000150311,C0027404
CID000002244,CID000003640,C0041657
CID000003161,CID005487301,C0038454
CID000001690,CID000003348,C0011175
CID000002471,CID000125889,C0020649
CID000003826,CID000004158,C0013362
CID000005544,CID000005656,C0033860
CID000003410,CID000003478,C0033774
CID000002818,CID000005512,C0020538
CID000000838,CID000002118,C0007787
CID000004909,CID000125889,C0012569
CID000003016,CID000004679,C0023518
CID000000853,CID000004885,C0040485
CID000003308,CID000060147,C0001818
137075,90952,interacts
CID000004595,CID004183806,C0018790
CID000004449,CID000005212,C0038663
CID000005719,CID006398525,C0038454
CID000002909,CID000003419,C0231218
CID000001978,CID000005077,C0020437
CID000003108,CID000003672,C0013182
CID000002153,CID000005245,C0006266
CID000003958,CID000005732,C0020502
CID000003476,CID000003957,C0699744
CID000002022,CID000005408,C0019158
CID000002666,CID000003440,C0028754
CID000003075,CID000004201,C0020461
CID000003672,CID000119607,C0031046
9218,9133,interacts
CID000003746,CID004475485,C0033774
CID000003883,CID000004666,C0518988
CID000003143,CID000003823,C0042963
4771,26135,interacts
CID000001302,CID000003157,C0030252
CID000003937,CID000005090,C0036689
CID000001983,CID000004594,C0243010
CID000002083,CID000003640,C0014869
CID000000191,CID000002617,C0042769
CID000002617,CID000004894,C0004623
CID000002162,CID000005203,C0011849
CID000003403,CID000004829,C0037315
CID000003325,CID000005291,C0037199
CID000002269,CID000003559,C0011860
CID000003883,CID000004173,C0836924
CID000002891,CID000005358,C0002871
CID000003143,CID000060953,C0030193
CID000003154,CID000054454,C0003962
CID000002656,CID000005152,C0018790
CID000003203,CID000003706,C0015256
CID000004200,CID000004900,C0014591
CID000000581,CID000002250,C0010692
CID000003403,CID000003878,C0151766
CID000002269,CID000002284,C0007280
CID000004052,CID000119607,C0008033
CID000003161,CID000003672,C0018965
CID000002520,CID000004259,C0149801
CID000003075,CID000004585,C0242184
CID000002083,CID000003961,C0027497
90293,11065,interacts
CID000002666,CID000010631,C0020621
CID000002909,CID000003365,C0000833
286749,145508,interacts
CID000000444,CID000000937,C0149745
4175,84250,interacts
CID000000853,CID000083786,C0034155
CID000003890,CID000062924,C0000737
CID000004171,CID006398525,C0011168
CID000002162,CID000003957,C0398353
CID000003672,CID000003962,C0026769
CID000002806,CID000004091,C0151766
CID000004253,CID000004419,C0000833
CID000001065,CID000003016,C0007642
6472,9577,interacts
2797,54331,interacts
55521,8556,interacts
CID000004889,CID000005732,C0026267
CID000003345,CID000005372,C0016382
CID000005039,CID000005412,C0231218
CID000002118,CID000003355,C0151636
3178,5566,interacts
CID000003883,CID000005732,C0155540
CID000003954,CID000004485,C0002622
CID000003161,CID000005005,C0595939
CID000002909,CID000003143,C0032285
5356,1655,interacts
6733,226,interacts
CID000002477,CID000071158,C0009676
CID000003454,CID000071616,C0024115
161582,6091,interacts
CID000003750,CID000004168,C0011854
CID000005203,CID000104865,C0020542
